schema_name,procedure_name,type_desc,create_date,modify_date,days_between_create_modify,source_availability,definition_length,definition_preview
dbo,Scheduler_RecurringException_Save,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.190,2023-03-19 07:58:54.623,3296,Has Source,1581,"
-- =============================================
-- Description:	saves the existing or creates new Recurring Exception
-- Author:		Milenko Djuricin
-- History:		Date		Initials	Description
--				04/08/2010	MD			Created
-- =============================================
CREATE PROCEDURE [Scheduler_RecurringException_Save]
	@recurringExceptionID int = null out,
	@resourceId int,
	@LocationID int,
	@pro_available bit,
	@pro_start_time nvarchar(11),
	@pro_end_time nvarchar(11),
	@pro_exc"
dbo,Scheduler_RecurringAppointment_Save,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.140,2023-03-19 07:58:54.620,3296,Has Source,2438,"
-- =============================================
-- Description:	saves the existing or creates new Recurring Appointment
-- Author:		Milenko Djuricin
-- History:		Date		Initials	Description
--				04/02/2010	MD			Created
-- =============================================
CREATE PROCEDURE [Scheduler_RecurringAppointment_Save]
	@recurringAppointmentID int = null out,
	@recurrence_rule_data nvarchar(1024) = null,
	@appointmentTypeId int = null,
	@resourceId int = null,
	@LocationID int = "
dbo,Scheduler_RecurringException_Delete,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.157,2023-03-19 07:58:54.617,3296,Has Source,667,"
-- =============================================
-- Description:	deletes  Recurring Exception
-- Author:		Milenko Djuricin
-- History:		Date		Initials	Description
--				04/08/2010	MD			Created
--				04/22/2010	JL			Delete exceptions manually
-- =============================================
CREATE PROCEDURE [Scheduler_RecurringException_Delete]
	@recurringExceptionID int
	
AS
BEGIN

	SET NOCOUNT ON;
	SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;

	DELETE AppSch_Provider_Exce"
dbo,Scheduler_ExceptionReasons_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.273,2023-03-19 07:58:54.613,3296,Has Source,699,"



-- =============================================
-- Author:		G. Tran
-- Create date: 2/14/2009
-- Description:	Gets the list of reasons currently listed for exceptions
-- =============================================

CREATE PROCEDURE [Scheduler_ExceptionReasons_Get]
	@locationID INT = NULL
AS
BEGIN
	SET NOCOUNT ON;

	WITH temp AS
	(
		SELECT pro_notes, pro_exception_date, row_number()
			OVER (PARTITION BY pro_notes ORDER BY pro_exception_date) AS rn
		FROM 
			AppSch_P"
dbo,Scheduler_ExceptionRecurringInstances_Delete,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.287,2023-03-19 07:58:54.607,3296,Has Source,536,"-- =============================================
-- Description:	deletes Recurring Exception instances
-- Author:		Milenko Djuricin
-- History:		Date		Initials	Description
--				04/08/2010	MD			Created
-- =============================================
CREATE PROCEDURE [Scheduler_ExceptionRecurringInstances_Delete]
	@recurringExceptionID int
	
AS
BEGIN

	SET NOCOUNT ON;
	SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;

	DELETE AppSch_Provider_Exception
	WHERE [exceptionRecurrence"
dbo,Scheduler_Exception_Del,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.180,2023-03-19 07:58:54.603,3296,Has Source,1361,"
CREATE PROCEDURE [Scheduler_Exception_Del] 
	
	 @pro_exception_no int
		
AS

-- =============================================
-- File Name:	Scheduler_Exception_Del.sql
-- Description:	This Stored Procedure Deletes Existing Exceptions.
-- Author:	Armando Moran
-- Example: [Scheduler_Exception_Del] 174046
-- History:	Date		Initials	Description
--			02/22/2010	AM			Created
--			04/13/2010	MD			Modified to delete recurring exception when the last instance is deleted
--			04/20/2010	A"
dbo,Scheduler_ResourceExceptions_Save,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.430,2023-03-19 07:58:54.600,3296,Has Source,1716,"
-- =============================================
-- Author:		B. VanHorne
-- Create date: 12/14/2009
-- Description:	Saves the schedule exception for a Provider
-- History:		Initials	Date		Description
--				JL			03/31/2010	Returning exception id
-- =============================================

CREATE PROCEDURE [Scheduler_ResourceExceptions_Save]
	@exceptionID INT = NULL
	,@locationID INT = NULL
	,@recurrenceID INT = NULL
	,@available BIT = NULL
	,@resourceId INT = NULL
	,@start_d"
dbo,Scheduler_ExceptionAppointmentConflict_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.200,2023-03-19 07:58:54.593,3296,Has Source,2807,"-- =============================================
-- File Name:	Scheduler_ExceptionAppointmentConflict_Get.sql
-- Description:	This Stored Procedure returns conflicting appointment exceptions.
-- Author:	Milenko Djuricin
-- Example: [Scheduler_ExceptionAppointmentConflict_Get] 
-- History:	Date		Initials	Description
--			04/12/2010	MD			Created
-- =============================================

CREATE PROCEDURE [Scheduler_ExceptionAppointmentConflict_Get] 
	@id int	= NULL,
	@locationId "
dbo,Scheduler_ExceptionAppointmentExceptionStatus_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.217,2023-03-19 07:58:54.583,3296,Has Source,2703,"-- =============================================  
-- File Name: Scheduler_ExceptionAppointmentExceptionStatus_Get.sql  
-- Description: This Stored Procedure gets the status if an appointment exception is available or not.  
-- Author: Muhammad Nabeel  
-- Example: [Scheduler_ExceptionAppointmentExceptionStatus_Get]   
-- History: Date  Initials Description  
--   02/26/2010 AM   Created  
-- =============================================  
  
CREATE PROCEDURE [Scheduler_ExceptionAppoin"
dbo,Scheduler_ResourceAvailabilityByTimeSlotCount_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.317,2023-03-19 07:58:54.573,3296,Has Source,2083,"-- =============================================
-- File Name:	Scheduler_ResourceAvailabilityByTimeSlotCount_Get.sql
-- Description:	This Stored Procedure gets the number of resource availabilities for a given time slot
-- Author:	Joseph Lee
-- History:	Date		Initials	Description
--			04/06/2010	JL			Created
--			04/07/2010	JL			Changed startTime and endTime to NVARCHAR(22) data type instead of TIME (no time in SQL 2005)
--			04/07/2010	JL			locationId is now nullable
--			04/13/2010	JL	"
dbo,Scheduler_ResourceAvailabilityWholeTimeSlotCount_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.333,2023-03-19 07:58:54.570,3296,Has Source,1323,"-- =============================================
-- File Name:	Scheduler_ResourceAvailabilityWholeTimeSlotCount_Get.sql
-- Description:	This Stored Procedure gets availablity for the resource in a selected time slot.
-- Author:	Joel Deister
-- History:	Date		Initials	Description
--			01/18/2011	JD			Created
-- =============================================

CREATE PROCEDURE [Scheduler_ResourceAvailabilityWholeTimeSlotCount_Get]
	@resourceID INT
	,@locationId INT = NULL
	,@rangeNo INT ="
dbo,Scheduler_ResourceAvailability_Del,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.237,2023-03-19 07:58:54.567,3296,Has Source,584,"
-- =============================================
-- File Name:	Scheduler_ResourceAvailability_Del.sql
-- Description:	This Stored Procedure Deletes a Resource Availability.
-- Author:	Joseph Lee
-- Example: Scheduler_ResourceAvailability_Del
-- History:	Date		Initials	Description
--			02/25/2010	JL			Created
-- =============================================

CREATE PROCEDURE [Scheduler_ResourceAvailability_Del]
	@resourceAvailabilityId INT
AS
BEGIN
	SET NOCOUNT ON
	
	DELETE FROM"
dbo,Scheduler_ResourceAvailability_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.250,2023-03-19 07:58:54.563,3296,Has Source,1899,"
-- =============================================
-- File Name:	Scheduler_ResourceAvailability_Get.sql
-- Description:	This Stored Procedure Gets Availability by Resource.
-- Author:	Armando Moran
-- Example: exec [Scheduler_ResourceAvailability_Get] 1
-- History:	Date		Initials	Description
--			02/09/2010	AM			Created
--			02/25/2010	JL			Removed some return values
--			03/26/2010  AA			Added rangeId as a parameter and a selected col
--			04/13/2010	JL			If @rangeId is null, then get "
dbo,Scheduler_ResourceAvailability_Get1,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.270,2023-03-19 07:58:54.560,3296,Has Source,770,"-- =============================================
-- Author:		B. VanHorne
-- Create date: 12/14/2009
-- Description:	Gets the normal hours of availibility for a Provider
-- =============================================

CREATE PROCEDURE [Scheduler_ResourceAvailability_Get1]
	@locationID INT
	,@resourceId INT
	,@prb_day_of_week SMALLINT = NULL
AS
BEGIN
	SET NOCOUNT ON;

	SELECT
		B.[prb_no]
		,B.[prb_day_of_week]
		,B.[prb_start_date_time]
		,B.[prb_end_date_time]
	FROM
		AppSc"
dbo,Scheduler_ResourceHoursServiceTemplates_Clear,SQL_STORED_PROCEDURE,2018-12-20 11:58:24.680,2023-03-19 07:58:54.553,1550,Has Source,521,"CREATE PROCEDURE [Scheduler_ResourceHoursServiceTemplates_Clear]
	@resourceId INT
	,@locationId INT
AS
BEGIN
	SET NOCOUNT ON;

	DELETE FROM
		AppSch_Service_TemplateDetail
	WHERE
		temptID IN (SELECT temptID FROM AppSch_Service_Template WHERE resourceId = @resourceId AND LocationID = @locationId)
		
	DELETE FROM
		AppSch_Service_Template
	WHERE
		resourceId = @resourceId AND LocationID = @locationId

	DELETE FROM 
		AppSch_Provider_Blocks
	WHERE
		resourceId = @resourceId AND LocationID = @locat"
dbo,Scheduler_AvailabilityOfficeHourStatus_Get,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.957,2023-03-19 07:58:54.550,3296,Has Source,1540,"-- =============================================
-- File Name:	Scheduler_AvailabilityOfficeHourStatus_Get.sql
-- Description:	This stored procdure will find out if there is a conflict with office hour update with any availability.
-- Author:	Muhammad Nabeel
-- Example: [Scheduler_AvailabilityOfficeHourStatus_Get] 
-- History:	Date		Initials	Description
--			04/13/2010	AM			Created
--          03/01/2012  PA          Modify to work with AL
-- ============================================="
dbo,Scheduler_ResourceAvailability_Save,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.283,2023-03-19 07:58:54.547,3296,Has Source,1854,"-- =============================================
-- File Name:	 Scheduler_ResourceAvailability_Save .sql
-- Description:	This Stored Procedure Save Resource Availability.
-- Author:	Armando Moran
-- Example: [Scheduler_ResourceAvailability_Save] 
-- History:	Date		Initials	Description
--			02/24/2010	AM			Created
--			02/25/2010	JL			Modified to remove some parameters
--			03/26/2010  AA			Added rangeId parameter
--			11/08/2010  AA			Added rotationId 
-- =============================="
dbo,Scheduler_ResourceAvailabilityByTimeSlot_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.300,2023-03-19 07:58:54.537,3296,Has Source,1340,"-- =============================================
-- File Name:	Scheduler_ResourceAvailabilityByTimeSlot_Get.sql
-- Description:	This Stored Procedure gets availablity for the resource in a selected time slot.
-- Author:	Joel Deister
-- History:	Date		Initials	Description
--			01/18/2011	JD			Created
-- =============================================

CREATE PROCEDURE [Scheduler_ResourceAvailabilityByTimeSlot_Get]
	@resourceID INT
	,@locationId INT
	,@rangeNo INT
	,@dayOfWeek INT
	,@st"
dbo,Scheduler_Preferences_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.057,2023-03-19 07:58:54.533,3296,Has Source,645,"
-- =============================================
-- File Name:	Scheduler_Preferences_Get.sql
-- Description:	Gets the scheduler preferences
-- Author:	Joel Deister
-- Example: Scheduler_PatientDetail_Save
-- History:	Date		Initials	Description
--			02/18/2010	JD			Created
--			04/02/2010	GT			Modified
-- =============================================
CREATE PROCEDURE [Scheduler_Preferences_Get] 
	(
	@LocationID int
	)
	AS
BEGIN
	SET NOCOUNT ON;

	SELECT 
		pref_name
		,pref_v"
dbo,Scheduler_Preferences_Save,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.073,2023-03-19 07:58:54.530,3296,Has Source,1077,"

-- =============================================
-- File Name:	Scheduler_Preferences_Save.sql
-- Description:	This Stored Procedure Saves the Scheduler Preferences.
-- Author:	Joel Deister
-- History:	Date		Initials	Description
--			02/02/2010	JD			Created
-- =============================================

CREATE PROCEDURE [Scheduler_Preferences_Save] 
	(
	@LocationID int
	,@PreferrenceName NVARCHAR(255)
	,@PreferrenceValue NVARCHAR(255)
	)	
AS
	BEGIN
	SET NOCOUNT ON;
	SET TR"
dbo,Scheduler_InsuranceReminders_Save,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.520,2023-03-19 07:58:54.527,3296,Has Source,1371,"-- =============================================
-- Description:	Saves existing or creates a new insurance reminder
-- Author:		Milenko Djuricin
-- History:		Date		Initials	Description
--				04/29/2010	MD			Created
-- =============================================
CREATE PROCEDURE [Scheduler_InsuranceReminders_Save]
	@ir_no int = null out,
	@insurance_no [int],
	@resourceId [int] = NULL,
	@LocationID [int] = NULL,
	@ir_how_many [int] = NULL,
	@ir_per [int] = NULL,
	@ir_reminder [nvar"
dbo,Scheduler_InsuranceReminder_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.470,2023-03-19 07:58:54.523,3296,Has Source,372,"
CREATE PROCEDURE [Scheduler_InsuranceReminder_Get]
	@insuranceReminderId INT = NULL
AS
BEGIN
	SET NOCOUNT ON;
	SELECT 
		[ir_no],
		[insurance_no],
		[resourceId],
		[LocationID],
		[ir_how_many],
		[ir_per],
		[ir_reminder],
		[ir_all_location_ind]
	FROM
		dbo.AppSch_Insurance_Reminders WITH (NOLOCK)		
	WHERE
		[ir_no] = @insuranceReminderId
END

"
dbo,Scheduler_InsuranceReminders_Delete,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.487,2023-03-19 07:58:54.520,3296,Has Source,466,"-- =============================================
-- Description:	Deletes insurance reminder
-- Author:		Milenko Djuricin
-- History:		Date		Initials	Description
--				04/29/2010	MD			Created
-- =============================================
CREATE PROCEDURE [Scheduler_InsuranceReminders_Delete]
	@ir_no int
AS
BEGIN

	SET NOCOUNT ON;
	SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;

	DELETE AppSch_Insurance_Reminders
	WHERE [ir_no] = @ir_no
END
"
dbo,Scheduler_InsuranceReminders_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.503,2023-03-19 07:58:54.517,3296,Has Source,1847,"
-- =============================================
-- Author:		Milenko Djuricin
-- Create date: 04/29/2010
-- Description:	Gets the insurance reminders details (given or all)
-- =============================================

CREATE PROCEDURE [Scheduler_InsuranceReminders_Get]
	@insurance_no INT = NULL,
	@resourceId INT = NULL,
	@LocationID INT = NULL
AS
BEGIN
	SET NOCOUNT ON;
	
	IF @insurance_no IS NULL AND @resourceId IS NULL AND @LocationID IS NULL 
	SELECT 
		[ir_no],
		[insu"
dbo,Scheduler_AvailableDateRange_DeleteProviderBlocksOrphans,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.990,2023-03-19 07:58:54.500,3296,Has Source,918,"-- =============================================
-- FileName:	Scheduler_AvailableDateRange_DeleteProviderBlocksOrphans
-- Description:	deletes AppSch_Provider_Blocks orphan records
-- Usage:		This store procedure should be run manually to clean up orphaned AppSch_Provider_Blocks records.
--
-- Author:		Milenko Djuricin
-- Example:		Scheduler_AvailableDateRange_DeleteProviderBlocksOrphans
-- History:		Date		Initials	Description
--				10/28/2010	MD			Created 
-- =========================="
dbo,Scheduler_AvailabilityDataRangesByResourceIDs_Get,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.923,2023-03-19 07:58:54.493,3296,Has Source,1714,"
-- =============================================
-- File Name:	Scheduler_AvailabilityDataRangesByResourceIDs_Get.sql
-- Description:	This Stored Procedure gets availablity date range for a list of resources
-- Author:	Joseph Lee
-- History:	Date		Initials	Description
--			04/08/2010	JL			Created
--			09/16/2010	MD			Extended selection criteria to include partially overlapped date ranges
-- =============================================

CREATE PROCEDURE [Scheduler_AvailabilityDataRange"
dbo,Scheduler_AvailableDateRange_Save,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.007,2023-03-19 07:58:54.480,3296,Has Source,2199,"-- =============================================
-- FileName:	Scheduler_AvailableDateRange_Save
-- Description:	saves the existing or creates new available date range entry
-- Author:		Milenko Djuricin
-- Example:		Scheduler_AvailableDateRange_Save 4, 2, 5, 'range 1', '3/10/2010', '03/11/2010', 'DEV_SERVER' 
-- History:		Date		Initials	Description
--				03/18/2010	MD			Created
--				10/25/2012  JD			Added dummy record insert to AppSch_Provider_Blocks
--              02/12/2013  KD       "
dbo,Scheduler_ResourceLocation_Del,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.500,2023-03-19 07:58:54.473,3296,Has Source,1612,"

-- =============================================
-- File Name:	Scheduler_ResourceLocation_Del.sql
-- Description:	This Stored Procedure Deletes a Resource from the AppSch_Display_Resource table for a location
-- Author:	Paul Amedee
-- Example: Scheduler_ResourceLocation_Del
-- History:	Date		Initials	Description
--			09/06/2012	PA			Created
-- =============================================

CREATE PROCEDURE [Scheduler_ResourceLocation_Del]
	@resourceId INT
	,@locationId INT
AS
BE"
dbo,Scheduler_AvailabilityDateRange_Get,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.940,2023-03-19 07:58:54.470,3296,Has Source,841,"CREATE PROCEDURE [Scheduler_AvailabilityDateRange_Get] 
	
	  @resourceID int
	, @locationId int
	
AS

-- =============================================
-- File Name:	Scheduler_AvailabilityDateRange_Get.sql
-- Description:	This Stored Procedure Gets Availability for the date range.
-- Author:	Armando Moran
-- Example: exec [Scheduler_ResourceAvailability_Get] 1
-- History:	Date		Initials	Description
--			02/09/2010	AM			Created
-- =============================================

BEGI"
dbo,Scheduler_AuditLog_EventTypes_Get,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.870,2023-03-19 07:58:54.463,3296,Has Source,446,"
-- =============================================
-- Create date: 06/07/2012
-- Description:	Gets the Auditlog Event Types
-- AA 06/07/2012 Created

-- =============================================

CREATE PROCEDURE [Scheduler_AuditLog_EventTypes_Get]
	
AS
BEGIN
	SET NOCOUNT ON
	
	SELECT 
		eventTypeID
		,eventName
		,eventDescription

	FROM AppSch_Audit_EventType
	
	WHERE 	eventTypeActive = 1
	
	ORDER BY eventName
END"
dbo,Scheduler_AuditLog_Add,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.837,2023-03-19 07:58:54.460,3296,Has Source,816,"
-- =============================================
-- Description:	Adds a new log entry into AuditLog
-- Author:		Ali
-- History:		Date		Initials	Description
--				06/07/2012	AA			Created
-- =============================================
CREATE PROCEDURE [Scheduler_AuditLog_Add]

	@EventDate DateTime
	,@UserID int
	,@AppointmentID int
	,@EventTypeKey nvarchar(50)
	,@IPAddress nvarchar(50)
	,@HashValue text
	,@OldValue nvarchar(255)
	,@NewValue nvarchar(255)

AS
	IF ((SELECT Top "
dbo,Scheduler_Service_Save,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.650,2023-03-19 07:58:54.450,3296,Has Source,809,"
-- =============================================
-- File Name:	Scheduler_Service_Save.sql
-- Description:	This stored procedure saves a service to the AppointmentType 
-- Author:	G. Tran
-- History:	Date		Initials	Description
--			04/15/2012	GT			Created
-- =============================================

CREATE PROCEDURE [Scheduler_Service_Save] 
	@ServiceID				INT
	,@OfficeId				INT
	,@ApptDuration			INT
	,@ActiveForScheduler	BIT = NULL
	,@Color					VARCHAR(50) = NULL
AS
BEGIN
"
dbo,Scheduler_Service_Upd,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.667,2023-03-19 07:58:54.443,3296,Has Source,788,"
-- =============================================
-- File Name:	Scheduler_Service_Upd.sql
-- Description:	This Stored Procedure Gets data.
-- Author:	G. Tran
-- History:	Date		Initials	Description
--			02/04/2010	GT			Created
--			03/22/2012	AA			Modified for WebScheduler
--			05/22/2010  JD			Added OfficeId.
-- =============================================

CREATE PROCEDURE [Scheduler_Service_Upd] 
	@ServiceID				INT
	,@OfficeId				INT
	,@ActiveForScheduler	BIT = NULL
	,@Color			"
dbo,Scheduler_Services_Del,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.890,2023-03-19 07:58:54.433,3296,Has Source,554,"

-- =============================================
-- File Name:	Scheduler_Services_Del.sql
-- Description:	This Stored Procedure deletes all service items from the AppSch_AppointmentType table prior to updates
-- Author:	Ali atabek
-- Example: exec [[Scheduler_Services_Del]] 
-- History:	Date		Initials	Description
--			05/23/2012	GT			Created
-- =============================================
CREATE PROCEDURE [Scheduler_Services_Del]
(
	@officeID int
)

AS
	DELETE FROM AppSch_Appo"
dbo,Scheduler_ExceptionAppointmentStatus_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.230,2023-03-19 07:58:54.393,3296,Has Source,2025,"-- =============================================
-- File Name:	Scheduler_ExceptionAppointmentStatus_Get.sql
-- Description:	This Stored Procedure gets the status if an appointment is available or not.
-- Author:	Muhammad Nabeel
-- Example: [Scheduler_ExceptionAppointmentStatus_Get] 
-- History:	Date		Initials	Description
--			02/26/2010	AM			Created
--			01/26/2011  JD			Change this to return the number of conflicting appointments instead of a bool.
--			02/03/2011  JD			Corrected the da"
dbo,Scheduler_AppointmentRecurringInstances_Delete,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.643,2023-03-19 07:58:54.370,3296,Has Source,575,"
-- =============================================
-- Description:	deletes Recurring Appointment instances
-- Author:		Milenko Djuricin
-- History:		Date		Initials	Description
--				04/02/2010	MD			Created
--				11/04/2011	MJS			Updated
-- =============================================
CREATE PROCEDURE [Scheduler_AppointmentRecurringInstances_Delete]
	@recurringAppointmentID int
	
AS
BEGIN

	SET NOCOUNT ON;
	SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;
	
	DELETE AppSch_Appoin"
dbo,Scheduler_AppointmentDetail_Save,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.553,2023-03-19 07:58:54.363,3296,Has Source,4347,"CREATE PROCEDURE [Scheduler_AppointmentDetail_Save]
	@appt_no INT = NULL
	,@locationID INT
	,@resourceID INT
	,@serv_no INT = NULL
	,@ins_no INT = NULL
	,@patientID INT = NULL
	,@appt_date DATETIME
	,@appt_start_time NVARCHAR(11)
	,@appt_end_time NVARCHAR(11)
	,@appt_notes NVARCHAR(255) = NULL
	,@appt_phone NVARCHAR(30) = NULL
	,@appt_cancel_ind BIT = 0
	,@appt_confirmed_ind BIT = NULL
	,@appt_left_msg_ind BIT = NULL
	,@appt_no_answer_ind BIT = NULL
	,@appt_conf_inits NVARCHAR(3) = NULL
	,@appt_"
dbo,Scheduler_AppointmentsInDayTimeSlotCount_Get,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.697,2023-03-19 07:58:54.360,3296,Has Source,1132,"

-- =============================================
-- Author:		Joel Deister
-- Create date: 01/18/2011
-- Description:	Gets the count of appointments for a Provider of a specific day of week and time slot.
-- =============================================

CREATE PROCEDURE [Scheduler_AppointmentsInDayTimeSlotCount_Get]
	@locationID			INT
	,@resourceId		INT
	,@dayOfWeek			INT		-- Sun=0, Mon=1 etc.
	,@startTime			DATETIME
	,@endTime			DATETIME
AS
BEGIN
	SET NOCOUNT ON;
	SET TRANSAC"
dbo,Scheduler_ServiceRemindersAppointmentCount_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.873,2023-03-19 07:58:54.350,3296,Has Source,967,"-- =============================================
-- Description:	Retrieves count of appointments for the service, resource, location, between start and end dates.
-- Author:		Milenko Djuricin
-- History:		Date		Initials	Description
--				05/04/2010	MD			Created
--              03/25/2022  KD          VNXT-10063
--              03/30/2022  KD          VNXT-10064
-- =============================================
CREATE PROCEDURE [Scheduler_ServiceRemindersAppointmentCount_Get]
	@appointmentTypeId ["
dbo,Scheduler_AppointmentIcon_Count,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.570,2023-03-19 07:58:54.340,3296,Has Source,840,"/****** Object:  StoredProcedure [dbo].[Scheduler_Appointment_Del]    Script Date: 04/13/2010 15:12:08 ******/
-- =============================================
-- FileName:	Scheduler_AppointmentIcon_Count
-- Description:	counts references to an icon in the appointments table
-- Author:		Ali Atabek
-- Example:		Scheduler_AppointmentIcon_Count 23
-- History:		Date		Initials	Description
--				05/04/2010	AA			Created
-- =============================================
CREATE PROCEDURE [Schedul"
dbo,Scheduler_AppointmentsInNormalAvailability_Get,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.710,2023-03-19 07:58:54.307,3296,Has Source,911,"

-- =============================================
-- Author:		Ali
-- Create date: 10/26/2012
-- Description:	Gets the count of future appointments for a Provider within Normal hours and in a specific day of week 
-- =============================================

CREATE PROCEDURE [Scheduler_AppointmentsInNormalAvailability_Get]
	@locationID			INT
	,@resourceId		INT
	,@dayOfWeek			INT		-- Sun=0, Mon=1 etc.
	,@startTime			nvarchar(8)
	,@endTime			nvarchar(8)

AS
BEGIN

	SELECT CO"
dbo,Scheduler_AppointmentsInRangeAvailability_Get,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.727,2023-03-19 07:58:54.183,3296,Has Source,1366,"

-- =============================================
-- Author:		Ali
-- Create date: 10/26/2012
-- Description:	Gets the count of appointments for a Provider within a date range 
-- and a specific day of week and within a time span. Only appointments that are 
-- today or in the future are considered. Past appointments are not counted. 
-- =============================================

CREATE PROCEDURE [Scheduler_AppointmentsInRangeAvailability_Get]
	@locationID			INT
	,@resourceId		IN"
dbo,Scheduler_AppointmentConfirmation_Upd,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.517,2023-03-19 07:58:54.177,3296,Has Source,886,"-- =============================================
-- Author:		G. Tran
-- Create date: 2/14/2009
-- Description:	Updates the appointment confirmation details
-- History:
--				MD	10/25/2010	Added showStatus
-- =============================================

CREATE PROCEDURE [Scheduler_AppointmentConfirmation_Upd]
	@appointmentID INT
	,@confirmed BIT = NULL
	,@showStatus SMALLINT = NULL
	,@leftMessage BIT = NULL
	,@noAnswer BIT = NULL
	,@initials NVARCHAR(3) = NULL
	,@notes NVARCHAR(2"
dbo,Scheduler_RecurringAppointment_Delete,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.107,2023-03-19 07:58:54.173,3296,Has Source,673,"-- =============================================
-- Description:	deletes  Recurring Appointment
-- Author:		Milenko Djuricin
-- History:		Date		Initials	Description
--				04/02/2010	MD			Created
--				04/22/2010	JL			Delete appointments manually
-- =============================================
CREATE PROCEDURE [Scheduler_RecurringAppointment_Delete]
	@recurringAppointmentID int
	
AS
BEGIN

	SET NOCOUNT ON;
	SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;

	DELETE AppSch_Appoint"
dbo,Scheduler_AppointmentCountByTelehealthAppId_Get,SQL_STORED_PROCEDURE,2021-04-26 01:08:29.877,2023-03-19 07:58:54.153,692,Has Source,722,"
-- =============================================
-- Author:		Ravi Thakkar
-- Create date: 03/16/2021
-- Description:	Gets the count of upcoming appointments for a given telehealthApplicationId and location.
-- Note: Past appointments are not counted. 
-- =============================================

CREATE PROCEDURE [dbo].[Scheduler_AppointmentCountByTelehealthAppId_Get]
	@locationID			INT
	,@startDate			DATETIME
	,@telehealthAppId	VARCHAR(100)
AS
BEGIN	
	SELECT COUNT(appt_no) AS AppointmentCo"
dbo,Scheduler_AppointmentsInTimeSlot2_Get,SQL_STORED_PROCEDURE,2015-05-05 22:49:42.870,2023-03-19 07:58:54.150,2875,Has Source,1441,"-- =============================================
-- Author:		Paul Amedee
-- Create date: 03/11/2015
-- Description:	Gets the appointments for a Provider of a specific date and time slot.
-- =============================================

CREATE PROCEDURE [dbo].[Scheduler_AppointmentsInTimeSlot2_Get]
	@locationID			INT
	,@resourceId		INT
	,@appointmentDate	DATETIME
	,@startTime			NVARCHAR(22)
	,@endTime			NVARCHAR(22)
AS
BEGIN
	SET NOCOUNT ON;
	SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;

	S"
