procedure_name,parameter_name,data_type,max_length,precision,scale,is_output,has_default_value,default_value,parameter_id
Scheduler_AppointmentBookByPatId,@PatientId,int,4,10,0,False,False,,1
Scheduler_AppointmentBookByPatId,@CompanyId,varchar,20,0,0,False,False,,2
Scheduler_AppointmentConfirmation_Get,@confirmationDate,datetime,8,23,3,False,False,,1
Scheduler_AppointmentConfirmation_Get,@locationID,int,4,10,0,False,False,,2
Scheduler_AppointmentConfirmation_Get,@resourceIDs,varchar,-1,0,0,False,False,,3
Scheduler_AppointmentConfirmation_Upd,@appointmentID,int,4,10,0,False,False,,1
Scheduler_AppointmentConfirmation_Upd,@confirmed,bit,1,1,0,False,False,,2
Scheduler_AppointmentConfirmation_Upd,@showStatus,smallint,2,5,0,False,False,,3
Scheduler_AppointmentConfirmation_Upd,@leftMessage,bit,1,1,0,False,False,,4
Scheduler_AppointmentConfirmation_Upd,@noAnswer,bit,1,1,0,False,False,,5
Scheduler_AppointmentConfirmation_Upd,@initials,nvarchar,6,0,0,False,False,,6
Scheduler_AppointmentConfirmation_Upd,@notes,nvarchar,510,0,0,False,False,,7
Scheduler_AppointmentConfirmationDateRange_Get,@startDate,datetime,8,23,3,False,False,,1
Scheduler_AppointmentConfirmationDateRange_Get,@endDate,datetime,8,23,3,False,False,,2
Scheduler_AppointmentConfirmationDateRange_Get,@locationID,int,4,10,0,False,False,,3
Scheduler_AppointmentConfirmationDateRange_Get,@resourceIDs,varchar,-1,0,0,False,False,,4
Scheduler_AppointmentCountByTelehealthAppId_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_AppointmentCountByTelehealthAppId_Get,@startDate,datetime,8,23,3,False,False,,2
Scheduler_AppointmentCountByTelehealthAppId_Get,@telehealthAppId,varchar,100,0,0,False,False,,3
Scheduler_AppointmentDetail_Get,@appt_no,int,4,10,0,False,False,,1
Scheduler_AppointmentDetail_Save,@appt_no,int,4,10,0,False,False,,1
Scheduler_AppointmentDetail_Save,@locationID,int,4,10,0,False,False,,2
Scheduler_AppointmentDetail_Save,@resourceID,int,4,10,0,False,False,,3
Scheduler_AppointmentDetail_Save,@serv_no,int,4,10,0,False,False,,4
Scheduler_AppointmentDetail_Save,@ins_no,int,4,10,0,False,False,,5
Scheduler_AppointmentDetail_Save,@patientID,int,4,10,0,False,False,,6
Scheduler_AppointmentDetail_Save,@appt_date,datetime,8,23,3,False,False,,7
Scheduler_AppointmentDetail_Save,@appt_start_time,nvarchar,22,0,0,False,False,,8
Scheduler_AppointmentDetail_Save,@appt_end_time,nvarchar,22,0,0,False,False,,9
Scheduler_AppointmentDetail_Save,@appt_notes,nvarchar,510,0,0,False,False,,10
Scheduler_AppointmentDetail_Save,@appt_phone,nvarchar,60,0,0,False,False,,11
Scheduler_AppointmentDetail_Save,@appt_cancel_ind,bit,1,1,0,False,False,,12
Scheduler_AppointmentDetail_Save,@appt_confirmed_ind,bit,1,1,0,False,False,,13
Scheduler_AppointmentDetail_Save,@appt_left_msg_ind,bit,1,1,0,False,False,,14
Scheduler_AppointmentDetail_Save,@appt_no_answer_ind,bit,1,1,0,False,False,,15
Scheduler_AppointmentDetail_Save,@appt_conf_inits,nvarchar,6,0,0,False,False,,16
Scheduler_AppointmentDetail_Save,@appt_show_ind,int,4,10,0,False,False,,17
Scheduler_AppointmentDetail_Save,@appt_pre_appointment,bit,1,1,0,False,False,,18
Scheduler_AppointmentDetail_Save,@recurringAppointmentID,int,4,10,0,False,False,,19
Scheduler_AppointmentDetail_Save,@appt_icon_1,int,4,10,0,False,False,,20
Scheduler_AppointmentDetail_Save,@appt_icon_2,int,4,10,0,False,False,,21
Scheduler_AppointmentDetail_Save,@appt_icon_3,int,4,10,0,False,False,,22
Scheduler_AppointmentDetail_Save,@appt_icon_4,int,4,10,0,False,False,,23
Scheduler_AppointmentDetail_Save,@computerName,nvarchar,510,0,0,False,False,,24
Scheduler_AppointmentDetail_Save,@userNo,int,4,10,0,False,False,,25
Scheduler_AppointmentDetail_Save,@isRecurrenceVariance,bit,1,1,0,False,False,,26
Scheduler_AppointmentDetail_Save,@isRecheck,bit,1,1,0,False,False,,27
Scheduler_AppointmentDetail_Save,@MedicalInsurance,int,4,10,0,False,False,,28
Scheduler_AppointmentDetail_Save,@appointmentUid,varchar,36,0,0,False,False,,29
Scheduler_AppointmentDetail_Save,@emrAppointmentNum,varchar,36,0,0,False,False,,30
Scheduler_AppointmentDetail_Save,@telehealthAppId,varchar,100,0,0,False,False,,31
Scheduler_AppointmentDetail_Save,@appointmentSource,int,4,10,0,False,False,,32
Scheduler_AppointmentDetail_Save,@appointmentId,int,4,10,0,True,False,,33
Scheduler_AppointmentIcon_Count,@iconID,int,4,10,0,False,False,,1
Scheduler_AppointmentIcon_Count,@result,int,4,10,0,True,False,,2
Scheduler_AppointmentIcon_Delete,@iconID,int,4,10,0,False,False,,1
Scheduler_AppointmentIcon_Get,@iconID,int,4,10,0,False,False,,1
Scheduler_AppointmentIcons_Save,@iconId,int,4,10,0,False,False,,1
Scheduler_AppointmentIcons_Save,@iconPath,nvarchar,200,0,0,False,False,,2
Scheduler_AppointmentIcons_Save,@description,nvarchar,100,0,0,False,False,,3
Scheduler_AppointmentNote_Save,@ID,int,4,10,0,False,False,,1
Scheduler_AppointmentNote_Save,@noteDate,datetime,8,23,3,False,False,,2
Scheduler_AppointmentNote_Save,@detail,nvarchar,-1,0,0,False,False,,3
Scheduler_AppointmentNote_Save,@employeeID,int,4,10,0,False,False,,4
Scheduler_AppointmentNote_Save,@customerID,int,4,10,0,False,False,,5
Scheduler_AppointmentNote_Save,@entityTypeID,int,4,10,0,False,False,,6
Scheduler_AppointmentNote_Save,@entityID,int,4,10,0,False,False,,7
Scheduler_AppointmentNote_Save,@noteTypeID,int,4,10,0,False,False,,8
Scheduler_AppointmentNote_Save,@isUrgent,bit,1,1,0,False,False,,9
Scheduler_AppointmentNote_Save,@isFollowup,bit,1,1,0,False,False,,10
Scheduler_AppointmentNote_Save,@noteUid,varchar,36,0,0,False,False,,11
Scheduler_AppointmentNote_Save,@noteID,int,4,10,0,True,False,,12
Scheduler_AppointmentNotificationsByCompanyByDateRangePaginated,@companyId,varchar,25,0,0,False,False,,1
Scheduler_AppointmentNotificationsByCompanyByDateRangePaginated,@fromDate,datetime,8,23,3,False,False,,2
Scheduler_AppointmentNotificationsByCompanyByDateRangePaginated,@toDate,datetime,8,23,3,False,False,,3
Scheduler_AppointmentNotificationsByCompanyByDateRangePaginated,@lastModified,datetime,8,23,3,False,False,,4
Scheduler_AppointmentNotificationsByCompanyByDateRangePaginated,@pageSize,int,4,10,0,False,False,,5
Scheduler_AppointmentNotificationsByCompanyByDateRangePaginated,@page,int,4,10,0,False,False,,6
Scheduler_AppointmentNotificationsByProviderByDateRangePaginated,@companyId,varchar,25,0,0,False,False,,1
Scheduler_AppointmentNotificationsByProviderByDateRangePaginated,@providerId,int,4,10,0,False,False,,2
Scheduler_AppointmentNotificationsByProviderByDateRangePaginated,@fromDate,datetime,8,23,3,False,False,,3
Scheduler_AppointmentNotificationsByProviderByDateRangePaginated,@toDate,datetime,8,23,3,False,False,,4
Scheduler_AppointmentNotificationsByProviderByDateRangePaginated,@lastModified,datetime,8,23,3,False,False,,5
Scheduler_AppointmentNotificationsByProviderByDateRangePaginated,@pageSize,int,4,10,0,False,False,,6
Scheduler_AppointmentNotificationsByProviderByDateRangePaginated,@page,int,4,10,0,False,False,,7
Scheduler_AppointmentRecurringInstances_Delete,@recurringAppointmentID,int,4,10,0,False,False,,1
Scheduler_Appointments_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_Appointments_Get,@resourceId,int,4,10,0,False,False,,2
Scheduler_Appointments_Get,@start_date,datetime,8,23,3,False,False,,3
Scheduler_Appointments_Get,@end_date,datetime,8,23,3,False,False,,4
Scheduler_AppointmentsByResourceIDForBookView,@resourceIdTable,udtTableIds,-1,0,0,False,False,,1
Scheduler_AppointmentsByResourceIDForBookView,@locationID,int,4,10,0,False,False,,2
Scheduler_AppointmentsByResourceIDForBookView,@start_Date,datetime,8,23,3,False,False,,3
Scheduler_AppointmentsByResourceIDForBookView,@end_date,datetime,8,23,3,False,False,,4
Scheduler_AppointmentsByResourceIDForBookView,@include_canceled,bit,1,1,0,False,False,,5
Scheduler_AppointmentsByResourceIDForBookView,@include_deleted,bit,1,1,0,False,False,,6
Scheduler_AppointmentsByResourceIDs_Get,@resourceIDs,varchar,-1,0,0,False,False,,1
Scheduler_AppointmentsByResourceIDs_Get,@locationID,int,4,10,0,False,False,,2
Scheduler_AppointmentsByResourceIDs_Get,@start_Date,datetime,8,23,3,False,False,,3
Scheduler_AppointmentsByResourceIDs_Get,@end_date,datetime,8,23,3,False,False,,4
Scheduler_AppointmentsByResourceIDTable_Get,@resourceIdTable,udtTableIds,-1,0,0,False,False,,1
Scheduler_AppointmentsByResourceIDTable_Get,@locationID,int,4,10,0,False,False,,2
Scheduler_AppointmentsByResourceIDTable_Get,@start_Date,datetime,8,23,3,False,False,,3
Scheduler_AppointmentsByResourceIDTable_Get,@end_date,datetime,8,23,3,False,False,,4
Scheduler_AppointmentsByResourceIDTable_Get,@include_canceled,bit,1,1,0,False,False,,5
Scheduler_AppointmentsByResourceIDTable_Get,@include_deleted,bit,1,1,0,False,False,,6
Scheduler_AppointmentsInDayTimeSlotCount_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_AppointmentsInDayTimeSlotCount_Get,@resourceId,int,4,10,0,False,False,,2
Scheduler_AppointmentsInDayTimeSlotCount_Get,@dayOfWeek,int,4,10,0,False,False,,3
Scheduler_AppointmentsInDayTimeSlotCount_Get,@startTime,datetime,8,23,3,False,False,,4
Scheduler_AppointmentsInDayTimeSlotCount_Get,@endTime,datetime,8,23,3,False,False,,5
Scheduler_AppointmentsInNormalAvailability_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_AppointmentsInNormalAvailability_Get,@resourceId,int,4,10,0,False,False,,2
Scheduler_AppointmentsInNormalAvailability_Get,@dayOfWeek,int,4,10,0,False,False,,3
Scheduler_AppointmentsInNormalAvailability_Get,@startTime,nvarchar,16,0,0,False,False,,4
Scheduler_AppointmentsInNormalAvailability_Get,@endTime,nvarchar,16,0,0,False,False,,5
Scheduler_AppointmentsInRangeAvailability_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_AppointmentsInRangeAvailability_Get,@resourceId,int,4,10,0,False,False,,2
Scheduler_AppointmentsInRangeAvailability_Get,@dayOfWeek,int,4,10,0,False,False,,3
Scheduler_AppointmentsInRangeAvailability_Get,@startTime,nvarchar,16,0,0,False,False,,4
Scheduler_AppointmentsInRangeAvailability_Get,@endTime,nvarchar,16,0,0,False,False,,5
Scheduler_AppointmentsInRangeAvailability_Get,@startDate,datetime,8,23,3,False,False,,6
Scheduler_AppointmentsInRangeAvailability_Get,@endDate,datetime,8,23,3,False,False,,7
Scheduler_AppointmentsInTimeSlot_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_AppointmentsInTimeSlot_Get,@resourceId,int,4,10,0,False,False,,2
Scheduler_AppointmentsInTimeSlot_Get,@appointmentDate,datetime,8,23,3,False,False,,3
Scheduler_AppointmentsInTimeSlot_Get,@startTime,nvarchar,44,0,0,False,False,,4
Scheduler_AppointmentsInTimeSlot_Get,@endTime,nvarchar,44,0,0,False,False,,5
Scheduler_AppointmentsInTimeSlot2_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_AppointmentsInTimeSlot2_Get,@resourceId,int,4,10,0,False,False,,2
Scheduler_AppointmentsInTimeSlot2_Get,@appointmentDate,datetime,8,23,3,False,False,,3
Scheduler_AppointmentsInTimeSlot2_Get,@startTime,nvarchar,44,0,0,False,False,,4
Scheduler_AppointmentsInTimeSlot2_Get,@endTime,nvarchar,44,0,0,False,False,,5
Scheduler_AppointmentsOpen_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_AppointmentsOpen_Get,@resourceId,int,4,10,0,False,False,,2
Scheduler_AppointmentsOpen_Get,@duration,int,4,10,0,False,False,,3
Scheduler_AppointmentsOpen_Get,@start_date,datetime,8,23,3,False,False,,4
Scheduler_AppointmentsOpen_Get,@end_date,datetime,8,23,3,False,False,,5
Scheduler_AppointmentsOpen_Get,@start_hour,int,4,10,0,False,False,,6
Scheduler_AppointmentsOpen_Get,@end_hour,int,4,10,0,False,False,,7
Scheduler_AppointmentsOpen_Get,@days_of_week,varchar,13,0,0,False,False,,8
Scheduler_AuditLog_Add,@EventDate,datetime,8,23,3,False,False,,1
Scheduler_AuditLog_Add,@UserID,int,4,10,0,False,False,,2
Scheduler_AuditLog_Add,@AppointmentID,int,4,10,0,False,False,,3
Scheduler_AuditLog_Add,@EventTypeKey,nvarchar,100,0,0,False,False,,4
Scheduler_AuditLog_Add,@IPAddress,nvarchar,100,0,0,False,False,,5
Scheduler_AuditLog_Add,@HashValue,text,16,0,0,False,False,,6
Scheduler_AuditLog_Add,@OldValue,nvarchar,510,0,0,False,False,,7
Scheduler_AuditLog_Add,@NewValue,nvarchar,510,0,0,False,False,,8
Scheduler_AuditLog_Appointment_Get,@AppointmentID,bigint,8,19,0,False,False,,1
Scheduler_Authorizations_Get,@patient_no,int,4,10,0,False,False,,1
Scheduler_AvailabilityByResourceIDs_Get,@resourceIDs,varchar,-1,0,0,False,False,,1
Scheduler_AvailabilityByResourceIDs_Get,@locationID,int,4,10,0,False,False,,2
Scheduler_AvailabilityByResourceIDs_Get,@start_dayOfWeek,int,4,10,0,False,False,,3
Scheduler_AvailabilityByResourceIDs_Get,@end_dayOfWeek,int,4,10,0,False,False,,4
Scheduler_AvailabilityByResourceIDs_Get,@startDate,datetime,8,23,3,False,False,,5
Scheduler_AvailabilityDataRangesByResourceIDs_Get,@resourceIDs,varchar,-1,0,0,False,False,,1
Scheduler_AvailabilityDataRangesByResourceIDs_Get,@locationId,int,4,10,0,False,False,,2
Scheduler_AvailabilityDataRangesByResourceIDs_Get,@startDateTime,datetime,8,23,3,False,False,,3
Scheduler_AvailabilityDataRangesByResourceIDs_Get,@endDateTime,datetime,8,23,3,False,False,,4
Scheduler_AvailabilityDateRange_Get,@resourceID,int,4,10,0,False,False,,1
Scheduler_AvailabilityDateRange_Get,@locationId,int,4,10,0,False,False,,2
Scheduler_AvailabilityOfficeHourStatus_Get,@locationId,int,4,10,0,False,False,,1
Scheduler_AvailabilityOfficeHourStatus_Get,@startDateTime,datetime,8,23,3,False,False,,2
Scheduler_AvailabilityOfficeHourStatus_Get,@endDateTime,datetime,8,23,3,False,False,,3
Scheduler_AvailableDateRange_Delete,@range_no,int,4,10,0,False,False,,1
Scheduler_AvailableDateRange_Save,@range_no,int,4,10,0,True,False,,1
Scheduler_AvailableDateRange_Save,@resourceId,int,4,10,0,False,False,,2
Scheduler_AvailableDateRange_Save,@LocationID,int,4,10,0,False,False,,3
Scheduler_AvailableDateRange_Save,@description,nvarchar,510,0,0,False,False,,4
Scheduler_AvailableDateRange_Save,@start_date,datetime,8,23,3,False,False,,5
Scheduler_AvailableDateRange_Save,@end_date,datetime,8,23,3,False,False,,6
Scheduler_AvailableDateRange_Save,@recorded_date,datetime,8,23,3,True,False,,7
Scheduler_AvailableDateRange_Save,@recorded_by_computer,nvarchar,510,0,0,False,False,,8
Scheduler_AvailableResourceExceptionsByTimeSlotCount_Get,@resourceId,varchar,-1,0,0,False,False,,1
Scheduler_AvailableResourceExceptionsByTimeSlotCount_Get,@locationId,int,4,10,0,False,False,,2
Scheduler_AvailableResourceExceptionsByTimeSlotCount_Get,@exceptionDate,datetime,8,23,3,False,False,,3
Scheduler_AvailableResourceExceptionsByTimeSlotCount_Get,@startTime,nvarchar,44,0,0,False,False,,4
Scheduler_AvailableResourceExceptionsByTimeSlotCount_Get,@endTime,nvarchar,44,0,0,False,False,,5
Scheduler_AvailableResourceExceptionsByTimeSlotCount_Get,@available,bit,1,1,0,False,False,,6
Scheduler_CodeLookupItemsList_Get,@CodeCategory,int,4,10,0,False,False,,1
Scheduler_CodesLookup_Get,@category,int,4,10,0,False,False,,1
Scheduler_CompanyId_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_CompanyResources_Get,@companyId,nvarchar,100,0,0,False,False,,1
Scheduler_CompanyResources_Get1,@companyId,nvarchar,100,0,0,False,False,,1
Scheduler_CompanyResources_GetAllIncludingInActiveDoctors,@companyId,nvarchar,100,0,0,False,False,,1
Scheduler_CompanyResources_GetAllIncludingInActiveDoctors,@startDate,datetime,8,23,3,False,False,,2
Scheduler_CompanyResources_GetAllIncludingInActiveDoctors,@endDate,datetime,8,23,3,False,False,,3
Scheduler_CompanyServices_Get,@CompanyId,varchar,8,0,0,False,False,,1
Scheduler_ControlItem_Get,@controlId,nvarchar,40,0,0,False,False,,1
Scheduler_DisplayedLocation_Add,@locationID,int,4,10,0,False,False,,1
Scheduler_DisplayedLocation_Add,@available_locationID,int,4,10,0,False,False,,2
Scheduler_DisplayedLocations_Delete,@locationID,int,4,10,0,False,False,,1
Scheduler_DisplayedLocations_Get,@LocationID,int,4,10,0,False,False,,1
Scheduler_EmployeeId_Get,@userID,int,4,10,0,False,False,,1
Scheduler_EventText_Get,@Event,nvarchar,100,0,0,False,False,,1
Scheduler_EventText_Get,@Value,varchar,255,0,0,False,False,,2
Scheduler_EventText2_Get,@Event,nvarchar,100,0,0,False,False,,1
Scheduler_EventText2_Get,@OldValue,varchar,255,0,0,False,False,,2
Scheduler_EventText2_Get,@NewValue,varchar,255,0,0,False,False,,3
Scheduler_Exception_Del,@pro_exception_no,int,4,10,0,False,False,,1
Scheduler_ExceptionAppointmentConflict_Get,@id,int,4,10,0,False,False,,1
Scheduler_ExceptionAppointmentConflict_Get,@locationId,int,4,10,0,False,False,,2
Scheduler_ExceptionAppointmentConflict_Get,@providerId,int,4,10,0,False,False,,3
Scheduler_ExceptionAppointmentConflict_Get,@startDateTime,datetime,8,23,3,False,False,,4
Scheduler_ExceptionAppointmentConflict_Get,@endDateTime,datetime,8,23,3,False,False,,5
Scheduler_ExceptionAppointmentExceptionStatus_Get,@id,int,4,10,0,False,False,,1
Scheduler_ExceptionAppointmentExceptionStatus_Get,@locationId,int,4,10,0,False,False,,2
Scheduler_ExceptionAppointmentExceptionStatus_Get,@providerId,int,4,10,0,False,False,,3
Scheduler_ExceptionAppointmentExceptionStatus_Get,@startDateTime,datetime,8,23,3,False,False,,4
Scheduler_ExceptionAppointmentExceptionStatus_Get,@endDateTime,datetime,8,23,3,False,False,,5
Scheduler_ExceptionAppointmentStatus_Get,@locationId,int,4,10,0,False,False,,1
Scheduler_ExceptionAppointmentStatus_Get,@providerId,int,4,10,0,False,False,,2
Scheduler_ExceptionAppointmentStatus_Get,@startDateTime,datetime,8,23,3,False,False,,3
Scheduler_ExceptionAppointmentStatus_Get,@endDateTime,datetime,8,23,3,False,False,,4
Scheduler_ExceptionOfficeHourStatus_Get,@locationId,int,4,10,0,False,False,,1
Scheduler_ExceptionOfficeHourStatus_Get,@startDateTime,datetime,8,23,3,False,False,,2
Scheduler_ExceptionOfficeHourStatus_Get,@endDateTime,datetime,8,23,3,False,False,,3
Scheduler_ExceptionReasons_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_ExceptionRecurringInstances_Delete,@recurringExceptionID,int,4,10,0,False,False,,1
Scheduler_ExistingAppointments_Get,@patient_no,int,4,10,0,False,False,,1
Scheduler_ExistingAppointments_Get,@locationId,int,4,10,0,False,False,,2
Scheduler_ExistingAppointments_Get,@resourceId,int,4,10,0,False,False,,3
Scheduler_ExistingAppointments_Get,@include_past_appointment,bit,1,1,0,False,False,,4
Scheduler_ExistingAppointmentsByResourceAndDate_Get,@locationId,int,4,10,0,False,False,,1
Scheduler_ExistingAppointmentsByResourceAndDate_Get,@resourceId,int,4,10,0,False,False,,2
Scheduler_ExistingAppointmentsByResourceAndDate_Get,@date,datetime,8,23,3,False,False,,3
Scheduler_ExistingAppointmentsHistory_Get,@patient_no,int,4,10,0,False,False,,1
Scheduler_ExistingAppointmentsHistory_Get,@locationId,int,4,10,0,False,False,,2
Scheduler_ExistingAppointmentsHistory_Get,@resourceId,int,4,10,0,False,False,,3
Scheduler_ExistingAppointmentsHistory_Get,@appointmentId,int,4,10,0,False,False,,4
Scheduler_FindPatients_Get,@LastName,nvarchar,60,0,0,False,False,,1
Scheduler_FindPatients_Get,@FirstName,nvarchar,80,0,0,False,False,,2
Scheduler_FindPatients_Get,@NickName,nvarchar,80,0,0,False,False,,3
Scheduler_FindPatients_Get,@SSN,nvarchar,22,0,0,False,False,,4
Scheduler_FindPatients_Get,@Address,nvarchar,80,0,0,False,False,,5
Scheduler_FindPatients_Get,@DOB,datetime,8,23,3,False,False,,6
Scheduler_FindPatients_Get,@LocationID,int,4,10,0,False,False,,7
Scheduler_FindPatients_Get,@City,nvarchar,80,0,0,False,False,,8
Scheduler_FindPatients_Get,@Homephone,nvarchar,60,0,0,False,False,,9
Scheduler_FindPatients_Get,@PatientID,int,4,10,0,False,False,,10
Scheduler_FindPatients_Get,@ChartNo,nvarchar,100,0,0,False,False,,11
Scheduler_FindPatients_Get,@IncludeInactive,bit,1,1,0,False,False,,12
Scheduler_InsAuthorizations_Get,@patient_no,int,4,10,0,False,False,,1
Scheduler_InsAuthorizations_Get,@insurance_no,int,4,10,0,False,False,,2
Scheduler_InsertFunctionalityTimer,@UniqueAction,uniqueidentifier,16,0,0,False,False,,1
Scheduler_InsertFunctionalityTimer,@ActionName,varchar,50,0,0,False,False,,2
Scheduler_InsertFunctionalityTimer,@ActionUser,varchar,50,0,0,False,False,,3
Scheduler_Insurance_Get,@insuranceId,int,4,10,0,False,False,,1
Scheduler_InsurancePlan_Get,@planId,int,4,10,0,False,False,,1
Scheduler_InsurancePlans_Get,@insuranceId,int,4,10,0,False,False,,1
Scheduler_InsuranceReminder_Get,@insuranceReminderId,int,4,10,0,False,False,,1
Scheduler_InsuranceReminders_Delete,@ir_no,int,4,10,0,False,False,,1
Scheduler_InsuranceReminders_Get,@insurance_no,int,4,10,0,False,False,,1
Scheduler_InsuranceReminders_Get,@resourceId,int,4,10,0,False,False,,2
Scheduler_InsuranceReminders_Get,@LocationID,int,4,10,0,False,False,,3
Scheduler_InsuranceReminders_Save,@ir_no,int,4,10,0,True,False,,1
Scheduler_InsuranceReminders_Save,@insurance_no,int,4,10,0,False,False,,2
Scheduler_InsuranceReminders_Save,@resourceId,int,4,10,0,False,False,,3
Scheduler_InsuranceReminders_Save,@LocationID,int,4,10,0,False,False,,4
Scheduler_InsuranceReminders_Save,@ir_how_many,int,4,10,0,False,False,,5
Scheduler_InsuranceReminders_Save,@ir_per,int,4,10,0,False,False,,6
Scheduler_InsuranceReminders_Save,@ir_reminder,nvarchar,510,0,0,False,False,,7
Scheduler_InsuranceReminders_Save,@ir_all_location_ind,bit,1,1,0,False,False,,8
Scheduler_InsuranceRemindersAppointmentCount_Get,@ins_no,int,4,10,0,False,False,,1
Scheduler_InsuranceRemindersAppointmentCount_Get,@resourceId,int,4,10,0,False,False,,2
Scheduler_InsuranceRemindersAppointmentCount_Get,@LocationID,int,4,10,0,False,False,,3
Scheduler_InsuranceRemindersAppointmentCount_Get,@startDate,datetime,8,23,3,False,False,,4
Scheduler_InsuranceRemindersAppointmentCount_Get,@endDate,datetime,8,23,3,False,False,,5
Scheduler_InsuranceRemindersAppointmentCount_Get,@apptNo,int,4,10,0,False,False,,6
Scheduler_LocationByResourceID_Get,@resourceID,int,4,10,0,False,False,,1
Scheduler_LocationDisplayedOnlyStatus_Get,@locationId,int,4,10,0,False,False,,1
Scheduler_LocationDisplayedOnlyStatus_Upd,@locationId,int,4,10,0,False,False,,1
Scheduler_LocationDisplayedOnlyStatus_Upd,@displaylocation,bit,1,1,0,False,False,,2
Scheduler_LocationEhrSystem_Get,@locationId,int,4,10,0,False,False,,1
Scheduler_LocationHolidayList_Get,@locationId,int,4,10,0,False,False,,1
Scheduler_LocationIsSingleLocation_Get,@officeId,int,4,10,0,False,False,,1
Scheduler_LocationOfficeHours_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_Locations_Get,@companyID,varchar,20,0,0,False,False,,1
Scheduler_LocationsByLocType_Get,@LocType,int,4,10,0,False,False,,1
Scheduler_LocationsList_Get,@IncludeActiveOnly,bit,1,1,0,False,False,,1
Scheduler_LocationsList_Get,@companyID,varchar,20,0,0,False,False,,2
Scheduler_LocationsListOfEmployee_Get,@employeeID,int,4,10,0,False,False,,1
Scheduler_LocationsOfficeHours_Upd,@LocationID,int,4,10,0,False,False,,1
Scheduler_LocationsOfficeHours_Upd,@SundayActive,bit,1,1,0,False,False,,2
Scheduler_LocationsOfficeHours_Upd,@SundayOpenFrom,nvarchar,22,0,0,False,False,,3
Scheduler_LocationsOfficeHours_Upd,@SundayOpenTo,nvarchar,22,0,0,False,False,,4
Scheduler_LocationsOfficeHours_Upd,@MondayActive,bit,1,1,0,False,False,,5
Scheduler_LocationsOfficeHours_Upd,@MondayOpenFrom,nvarchar,22,0,0,False,False,,6
Scheduler_LocationsOfficeHours_Upd,@MondayOpenTo,nvarchar,22,0,0,False,False,,7
Scheduler_LocationsOfficeHours_Upd,@TuesdayActive,bit,1,1,0,False,False,,8
Scheduler_LocationsOfficeHours_Upd,@TuesdayOpenFrom,nvarchar,22,0,0,False,False,,9
Scheduler_LocationsOfficeHours_Upd,@TuesdayOpenTo,nvarchar,22,0,0,False,False,,10
Scheduler_LocationsOfficeHours_Upd,@WednesdayActive,bit,1,1,0,False,False,,11
Scheduler_LocationsOfficeHours_Upd,@WednesdayOpenFrom,nvarchar,22,0,0,False,False,,12
Scheduler_LocationsOfficeHours_Upd,@WednesdayOpenTo,nvarchar,22,0,0,False,False,,13
Scheduler_LocationsOfficeHours_Upd,@ThursdayActive,bit,1,1,0,False,False,,14
Scheduler_LocationsOfficeHours_Upd,@ThursdayOpenFrom,nvarchar,22,0,0,False,False,,15
Scheduler_LocationsOfficeHours_Upd,@ThursdayOpenTo,nvarchar,22,0,0,False,False,,16
Scheduler_LocationsOfficeHours_Upd,@FridayActive,bit,1,1,0,False,False,,17
Scheduler_LocationsOfficeHours_Upd,@FridayOpenFrom,nvarchar,22,0,0,False,False,,18
Scheduler_LocationsOfficeHours_Upd,@FridayOpenTo,nvarchar,22,0,0,False,False,,19
Scheduler_LocationsOfficeHours_Upd,@SaturdayActive,bit,1,1,0,False,False,,20
Scheduler_LocationsOfficeHours_Upd,@SaturdayOpenFrom,nvarchar,22,0,0,False,False,,21
Scheduler_LocationsOfficeHours_Upd,@SaturdayOpenTo,nvarchar,22,0,0,False,False,,22
Scheduler_OfficeByOfficeId_Get,@OfficeId,int,4,10,0,False,False,,1
Scheduler_OfficeHoliday_Get,@OfficeId,int,4,10,0,False,False,,1
Scheduler_OfficeHoliday_Get,@Holiday,datetime,8,23,3,False,False,,2
Scheduler_OfficeHours_Get,@OfficeID,int,4,10,0,False,False,,1
Scheduler_OfficeId_Get,@officeNum,varchar,8,0,0,False,False,,1
Scheduler_OfficeNum_Get,@officeId,int,4,10,0,False,False,,1
Scheduler_OfficeTime_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_PatientAppointmentsHistory_Get,@patientId,int,4,10,0,False,False,,1
Scheduler_PatientAppointmentsHistory_Get,@officeId,int,4,10,0,False,False,,2
Scheduler_PatientAppointmentsLite_Get,@patientId,int,4,10,0,False,False,,1
Scheduler_PatientDetail_Get,@patientId,int,4,10,0,False,False,,1
Scheduler_PatientDuplicates_Get,@firstName,nvarchar,80,0,0,False,False,,1
Scheduler_PatientDuplicates_Get,@lastName,nvarchar,60,0,0,False,False,,2
Scheduler_PatientDuplicates_Get,@dob,datetime,8,23,3,False,False,,3
